sistema;classe;lc;rb;fe;lm;nfe;nlm;cbo;wmc;dit;rfc;maxNest;loc;nom;classification
jhotdraw;org.jhotdraw.draw.locator.BezierLabelLocator;0;0;1;1;1;1;8;22;1;11;3;82;8;HetAgg
jhotdraw;org.jhotdraw.draw.print.DrawingPageable;0;0;1;1;1;1;5;16;1;18;3;73;6;HetAgg
jhotdraw;org.jhotdraw.draw.TextAreaFigure;0;0;1;1;5;1;18;77;5;85;5;297;36;HetAgg
jhotdraw;org.jhotdraw.draw.TextFigure;0;1;1;0;5;0;19;50;5;52;2;178;36;HetAgg
jhotdraw;org.jhotdraw.draw.tool.AbstractTool;0;1;1;0;2;0;12;75;2;60;3;246;44;HetAgg
jhotdraw;org.jhotdraw.draw.tool.CreationTool;0;1;1;0;1;0;9;39;3;45;3;169;19;HetAgg
jhotdraw;org.jhotdraw.draw.tool.DelegationSelectionTool;0;0;1;1;1;1;8;71;4;62;4;250;13;HetAgg
jhotdraw;org.jhotdraw.draw.tool.SelectionTool;0;1;0;1;0;1;17;61;4;46;6;197;24;HetAgg
jhotdraw;org.jhotdraw.geom.Bezier;0;0;1;1;20;1;6;98;1;55;4;452;37;HetAgg
jhotdraw;org.jhotdraw.geom.BezierPath;1;0;1;0;6;0;6;195;4;57;5;794;42;HetAgg
jhotdraw;org.jhotdraw.gui.JFontChooser;1;0;1;0;1;0;8;60;4;40;7;238;19;HetAgg
jhotdraw;org.jhotdraw.gui.JSheet;1;0;1;1;6;1;5;119;6;120;4;595;47;HetAgg
jhotdraw;org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI;0;0;1;1;3;1;11;89;3;55;4;382;16;HetAgg
jhotdraw;org.jhotdraw.gui.plaf.palette.PaletteListCellRenderer;0;0;1;1;2;1;2;19;6;26;2;68;3;HetAgg
jhotdraw;org.jhotdraw.gui.plaf.palette.PaletteSliderUI;0;0;1;1;5;1;3;22;4;30;2;175;10;HetAgg
jhotdraw;org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI;0;0;1;1;2;5;5;108;5;55;3;344;16;HetAgg
jhotdraw;org.jhotdraw.gui.plaf.palette.PaletteToolBarUI;1;0;1;1;7;3;8;183;14;138;4;982;51;HetAgg
jhotdraw;org.jhotdraw.io.Base64;1;0;1;0;1;0;4;77;5;29;5;634;17;HetAgg
jhotdraw;org.jhotdraw.io.StreamPosTokenizer;1;0;1;0;1;0;3;207;1;25;6;603;32;HetAgg
jhotdraw;org.jhotdraw.text.JavaNumberFormatter;1;0;1;1;8;1;1;80;3;44;3;288;35;HetAgg
jhotdraw;org.jhotdraw.util.prefs.PreferencesUtil;0;0;1;1;3;1;3;68;2;44;2;268;46;HetAgg
jhotdraw;org.jhotdraw.util.ResourceBundleUtil;0;0;1;1;1;1;2;79;1;55;4;296;33;HetAgg
jhotdraw;org.jhotdraw.xml.DefaultDOMFactory;0;1;1;0;3;0;2;23;2;21;2;96;10;HetAgg
jhotdraw;org.jhotdraw.xml.JavaxDOMInput;0;0;1;1;2;1;9;55;1;39;3;195;20;HetAgg
jhotdraw;org.jhotdraw.xml.NanoXMLDOMInput;0;0;1;1;2;1;9;45;1;34;3;149;19;HetAgg
jfreechart;org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer;0;0;1;1;2;1;10;23;4;16;2;102;4;HetAgg
jfreechart;org.jfree.chart.annotations.CategoryPointerAnnotation;0;1;0;1;0;1;14;37;3;40;1;189;23;HetAgg
jfreechart;org.jfree.chart.annotations.XYDataImageAnnotation;0;1;0;1;0;1;12;30;2;18;1;122;16;HetAgg
jfreechart;org.jfree.chart.annotations.XYPolygonAnnotation;0;1;0;1;0;1;11;31;2;29;2;126;13;HetAgg
jfreechart;org.jfree.chart.annotations.XYTitleAnnotation;0;1;0;1;0;1;23;39;2;32;2;170;15;HetAgg
jfreechart;org.jfree.chart.axis.Axis;1;0;0;1;0;1;12;136;1;59;2;528;65;HetAgg
jfreechart;org.jfree.chart.axis.CategoryAxis;1;0;1;1;3;2;24;151;2;125;4;628;51;HetAgg
jfreechart;org.jfree.chart.axis.CyclicNumberAxis;1;0;0;1;0;2;19;139;7;71;4;531;34;HetAgg
jfreechart;org.jfree.chart.axis.DateAxis;1;0;1;1;3;2;26;169;3;121;4;917;51;HetAgg
jfreechart;org.jfree.chart.axis.DateTickUnit;1;0;1;0;3;0;3;60;2;20;1;217;28;HetAgg
jfreechart;org.jfree.chart.axis.LogarithmicAxis;1;0;1;1;1;3;12;154;4;48;9;493;28;HetAgg
jfreechart;org.jfree.chart.axis.NumberAxis;1;0;0;1;0;3;20;111;3;86;5;709;38;HetAgg
jfreechart;org.jfree.chart.axis.PeriodAxis;1;0;0;1;0;2;19;129;3;105;4;565;47;HetAgg
jfreechart;org.jfree.chart.axis.SymbolAxis;1;0;0;1;0;2;16;74;4;64;4;380;21;HetAgg
jfreechart;org.jfree.chart.axis.ValueAxis;1;0;0;1;0;2;15;171;2;103;3;671;72;HetAgg
jfreechart;org.jfree.chart.block.BorderArrangement;0;0;1;1;1;1;11;70;1;27;2;309;10;HetAgg
jfreechart;org.jfree.chart.block.ColumnArrangement;0;0;1;1;6;1;10;42;1;27;4;170;11;HetAgg
jfreechart;org.jfree.chart.ChartPanel;1;0;1;1;6;3;25;298;5;200;4;1311;114;HetAgg
jfreechart;org.jfree.chart.editor.DefaultPlotEditor;1;0;0;1;0;1;20;68;5;73;3;313;15;HetAgg
jfreechart;org.jfree.chart.JFreeChart;1;0;1;1;2;2;34;164;1;115;3;640;70;HetAgg
jfreechart;org.jfree.chart.labels.StandardXYZToolTipGenerator;0;1;1;0;1;0;7;19;3;17;1;85;9;HetAgg
jfreechart;org.jfree.chart.panel.CrosshairOverlay;1;1;1;0;4;0;13;97;2;70;3;347;20;HetAgg
jfreechart;org.jfree.chart.plot.CategoryPlot;1;0;1;1;1;12;47;576;2;281;6;2144;213;HetAgg
jfreechart;org.jfree.chart.plot.CombinedDomainCategoryPlot;0;0;1;1;1;2;16;75;3;83;4;306;24;HetAgg
jfreechart;org.jfree.chart.plot.CombinedDomainXYPlot;0;0;1;1;1;2;18;73;3;77;3;302;25;HetAgg
jfreechart;org.jfree.chart.plot.CombinedRangeCategoryPlot;0;0;1;1;1;2;17;63;3;72;3;259;19;HetAgg
jfreechart;org.jfree.chart.plot.CombinedRangeXYPlot;0;0;1;1;1;2;18;69;3;78;3;287;24;HetAgg
jfreechart;org.jfree.chart.plot.ContourPlot;1;0;0;1;0;7;33;182;2;127;3;764;79;HetAgg
jfreechart;org.jfree.chart.plot.dial.DialPlot;1;0;1;1;1;1;17;89;2;55;3;365;41;HetAgg
jfreechart;org.jfree.chart.plot.dial.DialValueIndicator;1;1;0;0;0;0;11;63;2;35;1;265;37;HetAgg
jfreechart;org.jfree.chart.plot.dial.StandardDialFrame;0;1;1;0;1;0;7;27;2;25;1;120;17;HetAgg
jfreechart;org.jfree.chart.plot.dial.StandardDialScale;1;1;0;1;0;1;6;90;2;26;4;370;49;HetAgg
jfreechart;org.jfree.chart.plot.MeterPlot;1;0;1;1;1;6;15;137;2;81;4;564;55;HetAgg
jfreechart;org.jfree.chart.plot.PieLabelDistributor;0;1;1;0;4;0;3;26;2;18;3;96;9;HetAgg
jfreechart;org.jfree.chart.plot.PiePlot;1;0;0;1;0;3;35;312;2;190;5;1391;140;HetAgg
jfreechart;org.jfree.chart.plot.Plot;1;0;1;0;1;0;27;162;1;57;3;557;66;HetAgg
jfreechart;org.jfree.chart.plot.PolarPlot;1;0;1;0;1;0;27;127;2;107;3;504;59;HetAgg
jfreechart;org.jfree.chart.plot.RingPlot;1;0;1;1;1;1;14;48;3;63;5;224;21;HetAgg
jfreechart;org.jfree.chart.plot.SpiderWebPlot;1;0;1;1;1;3;25;152;2;104;5;679;68;HetAgg
jfreechart;org.jfree.chart.plot.ThermometerPlot;1;0;1;1;2;1;20;181;2;90;3;696;77;HetAgg
jfreechart;org.jfree.chart.plot.WaferMapPlot;0;0;1;1;1;1;16;35;2;35;3;179;13;HetAgg
jfreechart;org.jfree.chart.plot.XYPlot;1;0;0;1;0;20;45;682;2;298;6;2514;222;HetAgg
jfreechart;org.jfree.chart.renderer.category.AbstractCategoryItemRenderer;1;0;1;1;2;1;39;174;2;134;4;751;57;HetAgg
jfreechart;org.jfree.chart.renderer.category.BarRenderer;1;0;1;1;2;1;28;158;3;116;4;564;49;HetAgg
jfreechart;org.jfree.chart.renderer.category.BoxAndWhiskerRenderer;0;0;1;1;4;2;23;93;3;105;3;411;26;HetAgg
jfreechart;org.jfree.chart.renderer.category.GanttRenderer;0;1;0;1;0;2;19;61;5;55;3;262;16;HetAgg
jfreechart;org.jfree.chart.renderer.category.LayeredBarRenderer;0;0;1;1;1;2;17;55;4;46;3;223;7;HetAgg
jfreechart;org.jfree.chart.renderer.category.LevelRenderer;0;0;1;1;1;1;18;36;3;55;2;169;15;HetAgg
jfreechart;org.jfree.chart.renderer.category.LineAndShapeRenderer;1;0;0;1;0;1;17;100;3;73;4;389;44;HetAgg
jfreechart;org.jfree.chart.renderer.category.MinMaxCategoryRenderer;1;0;0;1;0;1;13;43;3;30;5;229;19;HetAgg
jfreechart;org.jfree.chart.renderer.category.ScatterRenderer;1;0;0;1;0;1;16;54;3;59;3;217;23;HetAgg
jfreechart;org.jfree.chart.renderer.category.StackedBarRenderer;0;1;0;1;0;1;21;46;4;44;3;169;9;HetAgg
jfreechart;org.jfree.chart.renderer.category.StackedBarRenderer3D;0;0;1;1;3;2;21;66;5;68;3;393;16;HetAgg
jfreechart;org.jfree.chart.renderer.category.WaterfallBarRenderer;0;0;1;1;1;1;18;54;4;46;4;226;15;HetAgg
jfreechart;org.jfree.chart.renderer.RendererUtilities;0;0;1;1;2;2;3;38;1;7;3;151;3;HetAgg
jfreechart;org.jfree.chart.renderer.xy.AbstractXYItemRenderer;1;0;1;1;4;2;36;191;2;131;4;803;56;HetAgg
jfreechart;org.jfree.chart.renderer.xy.CandlestickRenderer;1;0;0;1;0;1;21;79;3;49;4;373;31;HetAgg
jfreechart;org.jfree.chart.renderer.xy.HighLowRenderer;1;0;0;1;0;1;18;51;3;36;4;195;17;HetAgg
jfreechart;org.jfree.chart.renderer.xy.SamplingXYLineRenderer;0;0;1;1;1;1;17;30;5;44;4;165;11;HetAgg
jfreechart;org.jfree.chart.renderer.xy.StackedXYBarRenderer;0;0;1;1;1;1;22;50;4;38;3;179;10;HetAgg
jfreechart;org.jfree.chart.renderer.xy.StandardXYItemRenderer;1;1;0;1;0;1;24;111;5;85;5;419;37;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYAreaRenderer;0;1;0;1;0;1;20;62;5;68;4;281;17;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYAreaRenderer2;0;1;0;1;0;1;20;34;3;61;3;178;13;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYBarRenderer;1;1;1;0;2;0;29;150;5;96;4;545;44;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer;0;0;1;1;5;2;21;69;3;73;2;332;23;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYDifferenceRenderer;1;0;1;1;2;1;22;125;3;84;4;575;25;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYLineAndShapeRenderer;1;0;1;1;1;2;20;125;5;89;4;489;52;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYShapeRenderer;1;0;0;1;0;1;20;60;3;47;4;217;24;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYStepAreaRenderer;1;0;0;1;0;1;17;63;3;41;3;230;18;HetAgg
jfreechart;org.jfree.chart.renderer.xy.XYStepRenderer;0;0;1;1;1;1;19;31;4;31;3;111;9;HetAgg
jfreechart;org.jfree.chart.StandardChartTheme;1;0;1;0;22;0;52;237;1;158;3;923;93;HetAgg
jfreechart;org.jfree.chart.title.ImageTitle;0;0;1;1;3;1;10;29;3;32;1;129;11;HetAgg
jfreechart;org.jfree.data.general.DatasetUtilities;1;0;1;1;7;1;30;315;1;80;6;1172;52;HetAgg
jfreechart;org.jfree.data.jdbc.JDBCXYDataset;0;1;0;1;0;1;8;73;4;27;6;234;20;HetAgg
jfreechart;org.jfree.data.statistics.BoxAndWhiskerCalculator;0;0;1;1;1;1;3;24;1;17;4;109;4;HetAgg
jfreechart;org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset;1;1;0;0;0;0;7;48;4;20;2;192;27;HetAgg
jfreechart;org.jfree.data.statistics.DefaultMultiValueCategoryDataset;0;1;0;1;0;1;7;46;2;27;3;167;19;HetAgg
jfreechart;org.jfree.data.statistics.HistogramDataset;1;0;1;1;4;1;9;47;5;22;3;183;21;HetAgg
jfreechart;org.jfree.data.statistics.SimpleHistogramDataset;0;1;1;0;3;0;9;43;5;24;2;151;27;HetAgg
jfreechart;org.jfree.data.time.MovingAverage;0;0;1;1;2;1;10;38;1;23;7;155;6;HetAgg
jfreechart;org.jfree.data.time.TimeSeries;1;0;0;1;0;3;5;118;2;57;3;462;45;HetAgg
jfreechart;org.jfree.data.xy.DefaultWindDataset;0;1;1;0;3;0;5;29;4;14;5;110;13;HetAgg
jfreechart;org.jfree.experimental.chart.swt.ChartComposite;1;0;1;1;2;1;49;203;2;127;4;849;65;HetAgg
jfreechart;org.jfree.experimental.swt.SWTUtils;0;0;1;1;5;1;16;45;1;56;3;190;14;HetAgg
jmeter;org.apache.jmeter.assertions.gui.AssertionGui;0;0;1;1;2;1;17;30;8;67;2;237;11;HetAgg
jmeter;org.apache.jmeter.assertions.gui.HTMLAssertionGui;0;1;1;1;4;1;11;34;8;59;3;217;14;HetAgg
jmeter;org.apache.jmeter.assertions.gui.SizeAssertionGui;0;0;1;1;3;1;8;27;8;47;1;179;13;HetAgg
jmeter;org.apache.jmeter.assertions.gui.SMIMEAssertionGui;0;0;1;1;2;1;7;13;8;47;1;155;10;HetAgg
jmeter;org.apache.jmeter.assertions.gui.XMLConfPanel;0;0;1;1;5;1;4;8;5;45;0;108;8;HetAgg
jmeter;org.apache.jmeter.config.CSVDataSet;0;1;0;1;0;1;16;35;3;30;3;141;18;HetAgg
jmeter;org.apache.jmeter.control.gui.ForeachControlPanel;0;0;1;1;2;1;7;13;7;26;2;90;9;HetAgg
jmeter;org.apache.jmeter.control.gui.ModuleControllerGui;0;1;1;0;1;0;15;39;7;46;3;151;12;HetAgg
jmeter;org.apache.jmeter.control.gui.ThroughputControllerGui;0;0;1;1;1;1;7;11;7;35;2;104;7;HetAgg
jmeter;org.apache.jmeter.extractor.RegexExtractor;0;0;1;1;3;2;16;74;3;72;5;305;28;HetAgg
jmeter;org.apache.jmeter.sampler.gui.TestActionGui;0;0;1;1;1;1;8;10;7;27;1;151;7;HetAgg
jmeter;org.apache.jmeter.visualizers.GraphAccumVisualizer;0;0;1;1;1;1;12;10;8;29;0;77;10;HetAgg
jmeter;org.apache.jmeter.visualizers.PropertyControlGui;0;1;1;0;2;0;11;21;7;37;1;121;13;HetAgg
jmeter;org.apache.jmeter.visualizers.SamplerResultTab;0;0;1;1;1;3;15;35;1;90;4;297;15;HetAgg
jmeter;org.apache.jmeter.visualizers.SplineVisualizer;0;1;1;0;1;0;11;19;11;34;2;192;15;HetAgg
jmeter;org.apache.jmeter.visualizers.StatGraphVisualizer;0;0;1;1;4;1;25;32;8;74;3;216;12;HetAgg
jmeter;org.apache.jmeter.visualizers.StatVisualizer;0;0;1;1;1;1;18;14;8;40;2;110;9;HetAgg
jmeter;org.apache.jmeter.visualizers.SummaryReport;0;0;1;1;1;1;18;14;8;40;2;110;9;HetAgg
jmeter;org.apache.jmeter.visualizers.ViewResultsFullVisualizer;0;0;1;1;1;1;13;40;13;73;4;229;13;HetAgg
jmeter;org.apache.jmeter.config.gui.ArgumentsPanel;0;1;1;0;2;0;12;45;7;62;3;210;27;HetAgg
jmeter;org.apache.jmeter.control.GenericController;1;0;1;0;1;0;11;51;2;45;4;191;28;HetAgg
jmeter;org.apache.jmeter.control.gui.LoopControlPanel;0;1;1;0;2;0;7;19;7;32;2;112;12;HetAgg
jmeter;org.apache.jmeter.control.gui.RunTimeGui;0;1;1;0;1;0;6;16;7;25;2;82;12;HetAgg
jmeter;org.apache.jmeter.control.TransactionController;0;0;1;1;2;1;16;33;3;52;4;138;13;HetAgg
jmeter;org.apache.jmeter.engine.ClientJMeterEngine;0;0;1;1;1;1;16;23;1;28;3;121;10;HetAgg
jmeter;org.apache.jmeter.engine.util.FunctionParser;0;0;1;1;1;1;9;47;1;21;5;177;3;HetAgg
jmeter;org.apache.jmeter.functions.gui.FunctionHelper;0;0;1;1;1;2;14;16;6;41;3;109;5;HetAgg
jmeter;org.apache.jmeter.gui.action.ActionRouter;1;0;1;1;4;1;8;54;1;46;6;208;15;HetAgg
jmeter;org.apache.jmeter.gui.action.Copy;0;1;1;0;2;0;6;17;2;17;2;65;9;HetAgg
jmeter;org.apache.jmeter.gui.action.DragNDrop;0;1;1;1;1;1;10;19;2;21;3;58;4;HetAgg
jmeter;org.apache.jmeter.gui.action.LoadRecentProject;0;1;1;0;1;0;4;33;2;39;3;143;11;HetAgg
jmeter;org.apache.jmeter.gui.action.RemoteStart;0;1;1;1;2;1;12;29;2;37;2;132;9;HetAgg
jmeter;org.apache.jmeter.gui.GuiPackage;1;0;1;1;4;1;20;65;1;72;3;300;38;HetAgg
jmeter;org.apache.jmeter.gui.util.FileListPanel;0;0;1;1;1;2;7;24;5;44;3;122;15;HetAgg
jmeter;org.apache.jmeter.gui.util.JMeterMenuBar;1;0;1;1;4;1;11;83;5;72;3;447;31;HetAgg
jmeter;org.apache.jmeter.gui.util.MenuFactory;0;0;1;1;6;1;23;99;1;75;4;430;39;HetAgg
jmeter;org.apache.jmeter.JMeter;1;0;1;1;1;7;42;139;1;174;6;813;22;HetAgg
jmeter;org.apache.jmeter.reporters.ResultCollector;0;0;1;1;1;1;27;84;3;91;5;369;33;HetAgg
jmeter;org.apache.jmeter.samplers.SampleResult;1;0;1;0;1;0;8;155;1;61;3;587;108;HetAgg
jmeter;org.apache.jmeter.save.CSVSaveService;1;0;1;1;2;2;20;146;1;143;4;677;18;HetAgg
jmeter;org.apache.jmeter.save.SaveService;0;0;1;1;1;1;19;73;2;69;6;336;27;HetAgg
jmeter;org.apache.jmeter.threads.gui.AbstractThreadGroupGui;0;1;1;0;3;0;7;20;6;31;1;102;12;HetAgg
jmeter;org.apache.jmeter.threads.gui.ThreadGroupGui;0;0;1;1;5;2;14;19;7;43;2;164;14;HetAgg
jmeter;org.apache.jmeter.threads.JMeterThread;0;0;1;1;1;4;40;136;1;144;6;599;39;HetAgg
jmeter;org.apache.jmeter.threads.TestCompiler;0;0;1;1;2;1;22;35;1;50;3;178;13;HetAgg
jmeter;org.apache.jmeter.threads.ThreadGroup;0;1;1;0;1;0;7;19;3;19;3;75;15;HetAgg
jmeter;org.apache.jmeter.util.BeanShellInterpreter;0;0;1;1;1;1;6;33;1;21;3;149;12;HetAgg
jmeter;org.apache.jmeter.util.JMeterUtils;1;0;1;1;4;1;15;150;1;125;4;646;64;HetAgg
jmeter;org.apache.jmeter.visualizers.gui.AbstractVisualizer;0;1;1;0;1;0;14;18;7;34;1;115;15;HetAgg
jmeter;org.apache.jmeter.visualizers.SamplingStatCalculator;0;0;1;1;2;1;5;40;1;38;2;162;28;HetAgg
jmeter;org.apache.jmeter.functions.RegexFunction;1;0;1;1;1;1;14;45;2;46;3;200;9;HetAgg
jmeter;org.apache.jmeter.functions.StringFromFile;0;0;1;1;1;1;12;42;2;31;5;196;13;HetAgg
jmeter;org.apache.commons.cli.avalon.CLArgsParser;1;0;1;1;2;1;7;101;1;47;4;421;27;HetAgg
jmeter;org.apache.jorphan.gui.ObjectTableModel;0;0;1;1;3;1;4;47;3;43;3;173;20;HetAgg
jmeter;org.apache.jmeter.protocol.java.control.gui.JUnitTestSamplerGui;0;1;0;1;0;1;17;46;7;85;3;267;15;HetAgg
jmeter;org.apache.jmeter.protocol.java.sampler.JUnitSampler;0;1;0;1;0;2;18;85;4;75;4;417;39;HetAgg
jmeter;org.apache.jmeter.visualizers.MonitorHealthPanel;0;0;1;1;1;1;7;7;5;17;2;68;5;HetAgg
jmeter;org.apache.jmeter.visualizers.MonitorHealthVisualizer;0;1;1;0;1;0;19;16;8;35;1;87;15;HetAgg
jmeter;org.apache.jmeter.visualizers.MonitorPerformancePanel;0;0;1;1;1;1;8;15;5;38;2;164;9;HetAgg
jmeter;org.apache.jmeter.monitor.parser.MonitorHandler;0;0;1;1;1;1;14;84;2;52;5;248;10;HetAgg
jmeter;org.apache.jmeter.protocol.ftp.config.gui.FtpConfigGui;0;1;1;0;2;0;8;16;7;29;1;146;14;HetAgg
jmeter;org.apache.jmeter.protocol.ftp.sampler.FTPSampler;0;1;0;1;0;1;12;43;3;60;7;219;17;HetAgg
jmeter;org.apache.jmeter.protocol.http.config.gui.UrlConfigGui;0;0;1;1;1;1;17;39;5;61;2;331;22;HetAgg
jmeter;org.apache.jmeter.protocol.http.control.AuthManager;0;1;0;1;0;1;12;46;3;45;4;170;21;HetAgg
jmeter;org.apache.jmeter.protocol.http.control.CacheManager;0;0;1;1;1;1;15;58;3;44;4;216;24;HetAgg
jmeter;org.apache.jmeter.protocol.http.control.CookieManager;0;1;1;1;2;1;20;76;3;102;4;307;30;HetAgg
jmeter;org.apache.jmeter.protocol.http.control.gui.HttpMirrorControlGui;0;1;1;0;2;0;11;14;8;34;1;94;11;HetAgg
jmeter;org.apache.jmeter.protocol.http.control.gui.WebServiceSamplerGui;0;0;1;1;1;1;15;36;7;92;3;295;17;HetAgg
jmeter;org.apache.jmeter.protocol.http.gui.AuthPanel;0;1;1;1;3;1;14;31;14;59;5;250;11;HetAgg
jmeter;org.apache.jmeter.protocol.http.gui.CookiePanel;0;1;1;1;3;1;18;37;7;81;5;198;14;HetAgg
jmeter;org.apache.jmeter.protocol.http.gui.HeaderPanel;0;1;1;1;3;1;13;31;8;54;5;208;11;HetAgg
jmeter;org.apache.jmeter.protocol.http.modifier.gui.ParamModifierGui;0;0;1;1;1;1;8;19;7;44;1;134;13;HetAgg
jmeter;org.apache.jmeter.protocol.http.parser.HtmlParsingUtils;0;0;1;1;6;1;22;51;1;74;5;216;17;HetAgg
jmeter;org.apache.jmeter.protocol.http.parser.JTidyHTMLParser;0;0;1;1;1;1;14;33;2;26;4;129;7;HetAgg
jmeter;org.apache.jmeter.protocol.http.proxy.gui.ProxyControlGui;1;1;1;1;3;1;26;65;8;144;3;507;32;HetAgg
jmeter;org.apache.jmeter.protocol.http.proxy.HttpRequestHdr;1;0;0;1;0;1;16;94;1;94;4;369;20;HetAgg
jmeter;org.apache.jmeter.protocol.http.proxy.Proxy;0;0;1;1;2;1;18;70;2;103;4;348;13;HetAgg
jmeter;org.apache.jmeter.protocol.http.proxy.ProxyControl;1;0;1;1;7;1;39;168;3;138;6;615;65;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.AjpSampler;1;0;1;1;1;1;21;82;4;99;4;414;24;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.HttpClientDefaultParameters;0;0;1;1;1;1;7;13;1;20;5;88;4;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.HTTPHC3Impl;1;0;1;1;1;4;57;148;4;188;6;638;17;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.HTTPHC4Impl;1;0;0;1;0;3;68;146;4;166;7;702;17;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.HTTPJavaImpl;0;0;1;1;2;1;22;88;2;124;4;371;16;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase;1;1;1;1;8;1;41;256;3;205;6;1004;112;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.PostWriter;0;0;1;1;2;1;9;46;1;55;5;230;13;HetAgg
jmeter;org.apache.jmeter.protocol.http.sampler.SoapSampler;0;1;0;1;0;1;18;32;5;74;4;227;15;HetAgg
jmeter;org.apache.jmeter.protocol.http.util.accesslog.TCLogParser;1;0;1;0;1;0;8;66;1;41;5;255;25;HetAgg
jmeter;org.apache.jmeter.protocol.http.util.ConversionUtils;0;0;1;1;1;1;1;30;1;28;5;111;3;HetAgg
jmeter;org.apache.jmeter.protocol.http.util.WSDLHelper;1;0;1;0;1;0;8;57;1;45;3;236;19;HetAgg
jmeter;org.apache.jmeter.protocol.java.config.gui.JavaConfigGui;0;1;1;1;1;1;18;21;7;57;6;110;11;HetAgg
jmeter;org.apache.jmeter.protocol.java.sampler.BSFSampler;0;1;1;0;1;0;10;15;3;30;2;90;11;HetAgg
jmeter;org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler;1;1;0;1;0;1;16;90;3;104;4;462;28;HetAgg
jmeter;org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui;0;1;1;1;1;1;12;20;7;64;2;193;11;HetAgg
jmeter;org.apache.jmeter.protocol.jms.control.gui.JMSSubscriberGui;0;0;1;1;1;1;11;12;7;55;1;141;9;HetAgg
jmeter;org.apache.jmeter.protocol.jms.sampler.BaseJMSSampler;0;1;1;0;1;0;8;33;3;25;2;136;29;HetAgg
jmeter;org.apache.jmeter.protocol.jms.sampler.FixedQueueExecutor;0;0;1;1;1;1;6;8;1;12;2;44;2;HetAgg
jmeter;org.apache.jmeter.protocol.jms.sampler.JMSSampler;0;1;0;1;0;1;26;85;3;96;4;349;42;HetAgg
jmeter;org.apache.jmeter.protocol.jms.sampler.PublisherSampler;0;0;1;1;2;1;17;40;4;60;3;178;21;HetAgg
jmeter;org.apache.jmeter.protocol.jms.sampler.SubscriberSampler;0;0;1;1;3;1;17;63;4;72;4;248;25;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.config.gui.LDAPArguments;0;1;1;0;2;0;8;28;3;25;2;101;17;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.config.gui.LDAPArgumentsPanel;0;1;1;0;4;0;13;33;7;57;3;159;21;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.config.gui.LdapConfigGui;0;1;1;1;2;1;12;33;7;43;2;292;18;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.config.gui.LdapExtConfigGui;0;1;0;1;0;1;13;49;7;55;1;471;22;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.sampler.LDAPExtSampler;0;1;1;0;1;0;22;113;3;150;5;626;64;HetAgg
jmeter;org.apache.jmeter.protocol.ldap.sampler.LDAPSampler;0;1;1;0;4;0;16;42;3;51;2;229;28;HetAgg
jmeter;org.apache.jmeter.protocol.mail.sampler.gui.MailReaderSamplerGui;0;0;1;1;5;2;9;19;7;53;1;202;15;HetAgg
jmeter;org.apache.jmeter.protocol.mail.sampler.MailReaderSampler;0;1;0;1;0;1;22;72;3;100;5;349;33;HetAgg
jmeter;org.apache.jmeter.protocol.smtp.sampler.gui.SmtpPanel;1;0;1;0;4;0;7;72;5;55;2;641;57;HetAgg
jmeter;org.apache.jmeter.protocol.smtp.sampler.SmtpSampler;0;0;1;1;1;1;18;42;3;92;5;265;7;HetAgg
jmeter;org.apache.jmeter.protocol.tcp.sampler.TCPSampler;1;1;0;1;0;1;11;68;3;74;5;315;32;HetAgg
jmeter;org.apache.jmeter.gui.ReportGuiPackage;1;0;1;1;4;1;19;56;1;56;3;260;31;HetAgg
jmeter;org.apache.jmeter.gui.util.ReportMenuBar;1;0;1;1;2;1;10;48;5;47;2;335;20;HetAgg
jmeter;org.apache.jmeter.report.gui.action.ReportActionRouter;1;0;1;1;4;1;7;52;1;46;6;198;15;HetAgg
jmeter;org.apache.jmeter.report.gui.action.ReportCopy;0;1;1;0;2;0;6;16;2;17;2;63;9;HetAgg
