firstAgg,secondAgg,cdCBO,mannCBO,cdDIT,mannDIT,cdmaxNest,mannmaxNest,cdRFC,mannRFC,cdWMC,mannWMC
RbLm,LcLm,-0.09473981900452488,FAILED,0.5548642533936652,SUCCESS,-0.20079185520361992,FAILED,-0.36934389140271495,SUCCESS,-0.5769230769230769,SUCCESS
RbLm,LcLmFe,-0.3349306014540648,SUCCESS,0.39094514210178455,SUCCESS,-0.4641440846001322,SUCCESS,-0.8037012557832122,SUCCESS,-0.8826834104428288,SUCCESS
RbLm,LcRb,-0.1264705882352941,FAILED,-0.03602941176470588,FAILED,0.11691176470588235,FAILED,-0.4625,SUCCESS,-0.6897058823529412,SUCCESS
RbLm,LcRbFe,-0.49620493358633777,SUCCESS,0.04838709677419355,FAILED,-0.2808349146110057,FAILED,-0.816888045540797,SUCCESS,-0.9449715370018975,SUCCESS
RbLm,LcRbLm,-0.1488970588235294,FAILED,0.042279411764705885,FAILED,-0.5588235294117647,FAILED,-0.6231617647058824,FAILED,-0.8823529411764706,SUCCESS
RbLm,LcRbLmFe,-0.711764705882353,SUCCESS,0.03333333333333333,FAILED,-0.5872549019607843,SUCCESS,-0.884313725490196,SUCCESS,-0.8960784313725491,SUCCESS
RbLm,RbFe,0.22508650519031143,FAILED,0.06937716262975778,FAILED,0.32673010380622836,SUCCESS,-0.02422145328719723,FAILED,0.030190311418685122,FAILED
RbLm,RbLmFe,-0.07873774509803921,FAILED,-0.03768382352941176,FAILED,-0.25888480392156865,FAILED,-0.47150735294117646,SUCCESS,-0.4096200980392157,SUCCESS
RbLmFe,FeLm,0.19866557734204793,FAILED,0.3942674291938998,SUCCESS,0.18927015250544663,FAILED,0.20036764705882354,FAILED,0.2562636165577342,SUCCESS
RbLmFe,LcFe,-0.1573364008179959,FAILED,0.5287576687116564,SUCCESS,0.10455010224948875,FAILED,-0.2618865030674847,SUCCESS,-0.3882924335378323,SUCCESS
RbLmFe,LcLm,-0.024839743589743588,FAILED,0.5452724358974359,SUCCESS,0.08814102564102565,FAILED,0.052884615384615384,FAILED,-0.11137820512820513,FAILED
RbLmFe,LcLmFe,-0.2806647940074906,SUCCESS,0.4190074906367041,SUCCESS,-0.12897940074906367,FAILED,-0.5557116104868914,SUCCESS,-0.5550093632958801,SUCCESS
RbLmFe,LcRb,-0.06354166666666666,FAILED,-0.05625,FAILED,0.353125,FAILED,-0.07604166666666666,FAILED,-0.1875,FAILED
RbLmFe,LcRbFe,-0.4415322580645161,SUCCESS,0.049059139784946235,FAILED,0.06518817204301075,FAILED,-0.592741935483871,SUCCESS,-0.6397849462365591,SUCCESS
RbLmFe,LcRbLm,-0.08333333333333333,FAILED,0.078125,FAILED,-0.15625,FAILED,-0.2838541666666667,FAILED,-0.3229166666666667,FAILED
RbLmFe,LcRbLmFe,-0.6444444444444445,SUCCESS,0.029166666666666667,FAILED,-0.25555555555555554,FAILED,-0.6972222222222222,SUCCESS,-0.5055555555555555,FAILED
RbLmFe,RbFe,0.29007352941176473,SUCCESS,0.09705882352941177,FAILED,0.48651960784313725,SUCCESS,0.44019607843137254,SUCCESS,0.40012254901960786,SUCCESS
RbLmFe,RbLm,0.07873774509803921,FAILED,0.03768382352941176,FAILED,0.25888480392156865,FAILED,0.47150735294117646,SUCCESS,0.4096200980392157,SUCCESS
