sistema;classe;lc;rb;fe;lm;nfe;nlm;cbo;wmc;dit;rfc;maxNest;tcc;loc;nom;classification
libgdx;com.badlogic.gdx.utils.Base64Coder;0;0;0;1;0;1;5;55;1;20;2;0.0;190;24;UniqueLM
libgdx;com.badlogic.gdx.utils.BinaryHeap;0;0;0;1;0;1;4;50;1;11;3;0.0;172;17;UniqueLM
libgdx;com.badlogic.gdx.utils.ComparableTimSort;0;0;0;1;0;1;2;161;1;20;4;0.0;464;19;UniqueLM
libgdx;com.badlogic.gdx.utils.PropertiesUtils;0;0;0;1;0;1;9;94;1;22;5;0.0;265;6;UniqueLM
libgdx;com.badlogic.gdx.utils.TimSort;0;0;0;1;0;1;4;164;1;20;4;0.0;471;19;UniqueLM
libgdx;com.badlogic.gdx.utils.UBJsonWriter;0;0;0;1;0;1;16;110;1;62;3;0.0;397;51;UniqueLM
retrofit;retrofit.appengine.UrlFetchClient;0;0;0;1;0;1;13;18;1;27;2;0.0;76;7;UniqueLM
retrofit;retrofit.client.ApacheClient;0;0;0;1;0;1;20;11;4;19;2;0.0;103;7;UniqueLM
retrofit;retrofit.client.UrlConnectionClient;0;0;0;1;0;1;8;12;1;36;2;0.0;79;5;UniqueLM
retrofit;retrofit.RequestBuilder;0;0;0;1;0;1;12;83;1;29;6;0.0;307;10;UniqueLM
retrofit;retrofit.RestAdapter;0;0;0;1;0;1;23;29;1;30;4;0.0;427;10;UniqueLM
retrofit;retrofit.Types;0;0;0;1;0;1;4;69;1;35;5;0.0;290;13;UniqueLM
